Stop ID,BUS Name,Stop Intersection,Latitude,Longitude
1003015,W2v3,CONGRESS ST SE + 13TH PL SE,38.842174,-76.987014
1003015,W2v4,CONGRESS ST SE + 13TH PL SE,38.842174,-76.987014
1003015,W2v5,CONGRESS ST SE + 13TH PL SE,38.842174,-76.987014
1003015,W3,CONGRESS ST SE + 13TH PL SE,38.842174,-76.987014
1003015,W3v1,CONGRESS ST SE + 13TH PL SE,38.842174,-76.987014
1003022,U5,HAYES ST NE + #3704-3710,38.904421,-76.951672
1003022,U5cv3,HAYES ST NE + #3704-3710,38.904421,-76.951672
1003022,U6,HAYES ST NE + #3704-3710,38.904421,-76.951672
1003023,U5,MAYFAIR TER NE + #3592-3598,38.905806,-76.952839
1003023,U5cv3,MAYFAIR TER NE + #3592-3598,38.905806,-76.952839
1003023,U6,MAYFAIR TER NE + #3592-3598,38.905806,-76.952839
1003024,U5,MAYFAIR TER NE + #3576-3582,38.907046,-76.952461
1003024,U5cv3,MAYFAIR TER NE + #3576-3582,38.907046,-76.952461
1003024,U6,MAYFAIR TER NE + #3576-3582,38.907046,-76.952461
1003025,U5,MAYFAIR TER NE + #3547-3553,38.907492,-76.951023
1003025,U5cv3,MAYFAIR TER NE + #3547-3553,38.907492,-76.951023
1003025,U6,MAYFAIR TER NE + #3547-3553,38.907492,-76.951023
1003026,U5,MAYFAIR TER NE + #3531-3537,38.906863,-76.94976
1003026,U5cv3,MAYFAIR TER NE + #3531-3537,38.906863,-76.94976
1003026,U6,MAYFAIR TER NE + #3531-3537,38.906863,-76.94976
1003027,U5,MAYFAIR TER NE + #3675-3691,38.905761,-76.949287
1003027,U5cv3,MAYFAIR TER NE + #3675-3691,38.905761,-76.949287
1003027,U6,MAYFAIR TER NE + #3675-3691,38.905761,-76.949287
1003028,U5,KENILWORTH TER NE + #776-778,38.9016,-76.946494
1003028,U5cv3,KENILWORTH TER NE + #776-778,38.9016,-76.946494
1003028,U6,KENILWORTH TER NE + #776-778,38.9016,-76.946494
1003029,U5,HAYES ST NE + ANACOSTIA AVE NE,38.902571,-76.949496
1003029,U5cv3,HAYES ST NE + ANACOSTIA AVE NE,38.902571,-76.949496
1003029,U6,HAYES ST NE + ANACOSTIA AVE NE,38.902571,-76.949496
1003030,U5,TEXAS AVE SE + E CAPITOL ST SE,38.889035,-76.9388
1003030,U5cv3,TEXAS AVE SE + E CAPITOL ST SE,38.889035,-76.9388
1003030,U6,TEXAS AVE SE + E CAPITOL ST SE,38.889035,-76.9388
1003030,U6cv4,TEXAS AVE SE + E CAPITOL ST SE,38.889035,-76.9388
1003031,U5,TEXAS AVE SE + E CAPITOL ST SE,38.889021,-76.939078
1003031,U5v2,TEXAS AVE SE + E CAPITOL ST SE,38.889021,-76.939078
1003031,U6,TEXAS AVE SE + E CAPITOL ST SE,38.889021,-76.939078
1003031,U6v2,TEXAS AVE SE + E CAPITOL ST SE,38.889021,-76.939078
1003032,P6,M ST SE + HALF ST SE,38.87639,-77.007041
1003032,P6v2,M ST SE + HALF ST SE,38.87639,-77.007041
1003032,V1,M ST SE + HALF ST SE,38.87639,-77.007041
1003034,30S,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,32,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,92,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,92c,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,D51,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,W2,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,W2c,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,W2v1,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,W2v3,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,W2v4,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,W3,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,W3v1,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,W4,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,W4v1,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,W8,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003034,W8c,ALABAMA AVE SE + AINGER PL SE,38.856206,-76.969888
1003035,30S,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,32,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,92,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,92c,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,D51,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,W2,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,W2c,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,W2v1,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,W2v3,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,W2v4,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,W3,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,W3v1,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,W4,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,W4v1,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,W8,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003035,W8c,ALABAMA AVE SE + HARTFORD ST SE,38.854332,-76.969865
1003036,94,STANTON RD SE + SUITLAND PKY SE,38.853673,-76.983868
1003036,W8,STANTON RD SE + SUITLAND PKY SE,38.853673,-76.983868
1003036,W8c,STANTON RD SE + SUITLAND PKY SE,38.853673,-76.983868
1003038,30N,30TH ST SE + NAYLOR RD SE,38.855103,-76.965616
1003038,36,30TH ST SE + NAYLOR RD SE,38.855103,-76.965616
1003039,30N,30TH ST SE + ERIE ST SE,38.857075,-76.964596
1003039,36,30TH ST SE + ERIE ST SE,38.857075,-76.964596
1003040,52,14TH ST NW + HARVARD ST NW,38.926777,-77.032552
1003040,52v1,14TH ST NW + HARVARD ST NW,38.926777,-77.032552
1003040,53,14TH ST NW + HARVARD ST NW,38.926777,-77.032552
1003040,53v1,14TH ST NW + HARVARD ST NW,38.926777,-77.032552
1003040,54,14TH ST NW + HARVARD ST NW,38.926777,-77.032552
1003040,54v1,14TH ST NW + HARVARD ST NW,38.926777,-77.032552
1003043,64,NEW HAMPSHIRE AVE NW + 7TH ST NW,38.940433,-77.021434
1003044,64,NEW HAMPSHIRE AVE NW + 8TH ST NW,38.938342,-77.022958
1003045,64,PARK RD NW + 11TH ST NW,38.93194,-77.028103
1003045,H8,PARK RD NW + 11TH ST NW,38.93194,-77.028103
1003046,64,11TH ST NW + LAMONT ST NW,38.930355,-77.028013
1003046,H8,11TH ST NW + LAMONT ST NW,38.930355,-77.028013
4000356,22A,MARTHA CUSTIS DR + RAVENSWORTH PL,38.833231,-77.081516
1003047,64,11TH ST NW + IRVING ST NW,38.928471,-77.027547
1003047,H8,11TH ST NW + IRVING ST NW,38.928471,-77.027547
1003048,64,11TH ST NW + HARVARD ST NW,38.926527,-77.027133
1003049,64,11TH ST NW + FAIRMONT ST NW,38.92452,-77.027133
1003050,64,11TH ST NW + CLIFTON ST NW,38.922548,-77.027136
1003051,64,11TH ST NW + FLORIDA AVE NW,38.920955,-77.027136
1003052,64,11TH ST NW + W ST NW,38.918939,-77.027113
1003053,64,11TH ST NW + U ST NW,38.917197,-77.027114
1003054,64,NEW HAMPSHIRE AVE NW + RANDOLPH ST NW,38.938584,-77.022485
1003054,64v1,NEW HAMPSHIRE AVE NW + RANDOLPH ST NW,38.938584,-77.022485
1003055,64,NEW HAMPSHIRE AVE NW + SHEPHERD ST NW,38.93965,-77.02169
1003055,64v1,NEW HAMPSHIRE AVE NW + SHEPHERD ST NW,38.93965,-77.02169
1003056,64,NEW HAMPSHIRE AVE NW + TAYLOR ST NW,38.940835,-77.020819
1003056,64v1,NEW HAMPSHIRE AVE NW + TAYLOR ST NW,38.940835,-77.020819
1003057,62vS1,SHERIDAN ST NW + 4TH ST NW,38.966197,-77.019285
1003062,80,N CAPITOL ST NW + P ST NW,38.909436,-77.009183
1003062,80c,N CAPITOL ST NW + P ST NW,38.909436,-77.009183
1003062,80cv1,N CAPITOL ST NW + P ST NW,38.909436,-77.009183
1003062,80v1,N CAPITOL ST NW + P ST NW,38.909436,-77.009183
1003062,P6,N CAPITOL ST NW + P ST NW,38.909436,-77.009183
1003063,80,VIRGINIA AVE NW + G ST NW,38.898156,-77.051688
1003063,80v1,VIRGINIA AVE NW + G ST NW,38.898156,-77.051688
1003064,80,NEW HAMPSHIRE AVE NW + VIRGINIA AVE NW,38.898781,-77.053972
1003064,80v1,NEW HAMPSHIRE AVE NW + VIRGINIA AVE NW,38.898781,-77.053972
1003065,80,N CAPITOL ST NE + P ST NE,38.90945,-77.008933
1003065,80v1,N CAPITOL ST NE + P ST NE,38.90945,-77.008933
1003065,P6,N CAPITOL ST NE + P ST NE,38.90945,-77.008933
1003066,92,ALABAMA AVE SE + 18TH ST SE,38.847313,-76.979256
1003066,92c,ALABAMA AVE SE + 18TH ST SE,38.847313,-76.979256
1003066,D51,ALABAMA AVE SE + 18TH ST SE,38.847313,-76.979256
1003066,W4,ALABAMA AVE SE + 18TH ST SE,38.847313,-76.979256
1003066,W4v1,ALABAMA AVE SE + 18TH ST SE,38.847313,-76.979256
1003066,W8,ALABAMA AVE SE + 18TH ST SE,38.847313,-76.979256
1003066,W8c,ALABAMA AVE SE + 18TH ST SE,38.847313,-76.979256
1003067,92,ALABAMA AVE SE + CONGRESS ST SE,38.845417,-76.985283
1003067,92c,ALABAMA AVE SE + CONGRESS ST SE,38.845417,-76.985283
1003067,D51,ALABAMA AVE SE + CONGRESS ST SE,38.845417,-76.985283
1003067,W1,ALABAMA AVE SE + CONGRESS ST SE,38.845417,-76.985283
1003067,W4,ALABAMA AVE SE + CONGRESS ST SE,38.845417,-76.985283
1003067,W4v1,ALABAMA AVE SE + CONGRESS ST SE,38.845417,-76.985283
1003068,92,ALABAMA AVE SE + 18TH ST SE,38.847414,-76.979379
1003068,W4,ALABAMA AVE SE + 18TH ST SE,38.847414,-76.979379
1003068,W4c,ALABAMA AVE SE + 18TH ST SE,38.847414,-76.979379
1003068,W6,ALABAMA AVE SE + 18TH ST SE,38.847414,-76.979379
1003068,W6v1,ALABAMA AVE SE + 18TH ST SE,38.847414,-76.979379
1003069,92,CONGRESS HEIGHTS STATION + BUS BAY E,38.845239,-76.987676
1003069,92c,CONGRESS HEIGHTS STATION + BUS BAY E,38.845239,-76.987676
1003070,A2,UNITED MEDICAL CTR + EMERGENCY ENTRANCE,38.835958,-76.983429
1003070,W2,UNITED MEDICAL CTR + EMERGENCY ENTRANCE,38.835958,-76.983429
1003070,W2c,UNITED MEDICAL CTR + EMERGENCY ENTRANCE,38.835958,-76.983429
1003070,W2v1,UNITED MEDICAL CTR + EMERGENCY ENTRANCE,38.835958,-76.983429
1003070,W2v3,UNITED MEDICAL CTR + EMERGENCY ENTRANCE,38.835958,-76.983429
1003070,W2v4,UNITED MEDICAL CTR + EMERGENCY ENTRANCE,38.835958,-76.983429
1003070,W2v5,UNITED MEDICAL CTR + EMERGENCY ENTRANCE,38.835958,-76.983429
1003070,W3,UNITED MEDICAL CTR + EMERGENCY ENTRANCE,38.835958,-76.983429
1003070,W3v1,UNITED MEDICAL CTR + EMERGENCY ENTRANCE,38.835958,-76.983429
1003071,A8,ANACOSTIA STATION + BUS BAY K,38.862333,-76.995965
1003071,A8v1,ANACOSTIA STATION + BUS BAY K,38.862333,-76.995965
1003076,60,ROCK CREEK CHURCH RD NW + UPSHUR ST NW,38.942295,-77.013207
1003076,H8,ROCK CREEK CHURCH RD NW + UPSHUR ST NW,38.942295,-77.013207
1003077,H8,ROCK CREEK CHURCH RD NW + SHEPHERD ST NW,38.9402,-77.015065
1003078,H8,ROCK CREEK CHURCH RD NW + 4TH ST NW,38.93849,-77.016797
1003079,H8,QUINCY ST NW + 5TH ST NW,38.937843,-77.018861
1003080,H8,QUINCY ST NW + 7TH ST NW,38.937753,-77.021746
1003081,64,NEW HAMPSHIRE AVE NW + GEORGIA AVE NW,38.93683,-77.024098
1003081,H8,NEW HAMPSHIRE AVE NW + GEORGIA AVE NW,38.93683,-77.024098
1003082,63,NEW HAMPSHIRE AVE NW + SPRING RD,38.935279,-77.025236
1003082,64,NEW HAMPSHIRE AVE NW + SPRING RD,38.935279,-77.025236
1003082,H8,NEW HAMPSHIRE AVE NW + SPRING RD,38.935279,-77.025236
1003084,64,NEW HAMPSHIRE AVE NW + MONROE ST,38.932944,-77.026947
1003084,H8,NEW HAMPSHIRE AVE NW + MONROE ST,38.932944,-77.026947
1003087,52,14TH ST NW + IRVING ST NW,38.928471,-77.032733
1003087,52v1,14TH ST NW + IRVING ST NW,38.928471,-77.032733
1003087,53,14TH ST NW + IRVING ST NW,38.928471,-77.032733
1003087,53v1,14TH ST NW + IRVING ST NW,38.928471,-77.032733
1003087,54,14TH ST NW + IRVING ST NW,38.928471,-77.032733
1003087,54v1,14TH ST NW + IRVING ST NW,38.928471,-77.032733
1003087,D32,14TH ST NW + IRVING ST NW,38.928471,-77.032733
1003091,M4,UTAH AVE NW + BARNABY ST NW,38.97379,-77.064959
1003091,M4c,UTAH AVE NW + BARNABY ST NW,38.97379,-77.064959
1003092,M4,NEBRASKA AVE NW + WARD CIR NW,38.937052,-77.086751
1003092,N2,NEBRASKA AVE NW + WARD CIR NW,38.937052,-77.086751
1003093,M4,NEBRASKA AVE NW + FOXHALL RD NW,38.933028,-77.091931
1003094,M4v1,UTAH AVE NW + BARNABY ST NW,38.97388,-77.064832
1003095,M4,ARIZONA AVE NW + MACARTHUR BLVD (TP),38.927582,-77.103408
1003096,M4,ARIZONA AVE NW + LOUGHBORO RD NW,38.932319,-77.097247
1003098,A2,BARNABY ST SE + WHEELER RD SE,38.833219,-76.989903
1003098,A2v1,BARNABY ST SE + WHEELER RD SE,38.833219,-76.989903
1003098,W1,BARNABY ST SE + WHEELER RD SE,38.833219,-76.989903
1003099,W1,BARNABY ST SE + BRANDYWINE ST SE,38.830196,-76.99378
1003100,W1,BARNABY ST SE + CHESAPEAKE ST SE,38.829386,-76.99483
1003101,W1,CHESAPEAKE ST SE + 6TH ST SE,38.82927,-76.998294
1003102,W1,4TH ST SE + BRANDYWINE ST SE,38.829906,-77.000504
1003105,W1,ALABAMA AVE SE + 5TH ST SE,38.843012,-76.999187
1003106,W1,ALABAMA AVE SE + RANDLE PL SE,38.843066,-76.997968
1003107,W1,ALABAMA AVE SE + 12TH ST SE,38.844215,-76.990797
1003107,W2,ALABAMA AVE SE + 12TH ST SE,38.844215,-76.990797
1003107,W2v1,ALABAMA AVE SE + 12TH ST SE,38.844215,-76.990797
1003107,W2v3,ALABAMA AVE SE + 12TH ST SE,38.844215,-76.990797
1003107,W2v4,ALABAMA AVE SE + 12TH ST SE,38.844215,-76.990797
1003107,W3,ALABAMA AVE SE + 12TH ST SE,38.844215,-76.990797
1003107,W3v1,ALABAMA AVE SE + 12TH ST SE,38.844215,-76.990797
1003107,W4,ALABAMA AVE SE + 12TH ST SE,38.844215,-76.990797
1003107,W4v1,ALABAMA AVE SE + 12TH ST SE,38.844215,-76.990797
1003108,W1,ALABAMA AVE SE + 5TH ST SE,38.843146,-76.999337
1003111,W1,4TH ST SE + BRANDYWINE ST SE,38.829979,-77.000638
1003112,W1,CHESAPEAKE ST SE + 6TH ST SE,38.82916,-76.998244
1003113,W1,CHESAPEAKE ST SE + BARNABY RD SE,38.829158,-76.995182
1003114,W1,BARNABY ST SE + HR DR SE,38.830304,-76.993437
1003122,N4,WESTERN AVE NW + 45TH ST NW,38.958704,-77.088268
1003122,N4c,WESTERN AVE NW + 45TH ST NW,38.958704,-77.088268
1003122,N6,WESTERN AVE NW + 45TH ST NW,38.958704,-77.088268
1003124,37,WESTERN AVE + 44TH ST NW,38.960245,-77.086202
1003124,N4,WESTERN AVE + 44TH ST NW,38.960245,-77.086202
1003124,N4c,WESTERN AVE + 44TH ST NW,38.960245,-77.086202
1003124,N6,WESTERN AVE + 44TH ST NW,38.960245,-77.086202
1003126,H2,VAN NESS ST NW + UDC BLDG #41,38.943272,-77.06649
1003127,H2,VAN NESS ST NW + INTERNATIONAL DR NW,38.943016,-77.067172
1003128,H2,VAN NESS ST NW + INTERNATIONAL DR NW,38.943047,-77.064292
1003131,39,VIRGINIA AVE + E ST,38.895843,-77.047791
1003131,N4,VIRGINIA AVE + E ST,38.895843,-77.047791
1003131,S1v1,VIRGINIA AVE + E ST,38.895843,-77.047791
1003131,X1,VIRGINIA AVE + E ST,38.895843,-77.047791
1003132,S1,16TH ST NW + S ST NW,38.914245,-77.036611
1003132,S1v1,16TH ST NW + S ST NW,38.914245,-77.036611
1003132,S2,16TH ST NW + S ST NW,38.914245,-77.036611
1003132,S2c3,16TH ST NW + S ST NW,38.914245,-77.036611
1003132,S2c4,16TH ST NW + S ST NW,38.914245,-77.036611
1003132,S2c5,16TH ST NW + S ST NW,38.914245,-77.036611
1003132,S2cv1,16TH ST NW + S ST NW,38.914245,-77.036611
1003132,S2v1,16TH ST NW + S ST NW,38.914245,-77.036611
1003132,S2v2,16TH ST NW + S ST NW,38.914245,-77.036611
1003132,S2v3,16TH ST NW + S ST NW,38.914245,-77.036611
1003132,S2v5,16TH ST NW + S ST NW,38.914245,-77.036611
1003132,S4,16TH ST NW + S ST NW,38.914245,-77.036611
1003132,S4c,16TH ST NW + S ST NW,38.914245,-77.036611
1003132,S4cv1,16TH ST NW + S ST NW,38.914245,-77.036611
1003133,V2,NANNIE HELEN BURROUGHS AVE NE + MINNESOTA AVE NE,38.901685,-76.94225
1003133,V4,NANNIE HELEN BURROUGHS AVE NE + MINNESOTA AVE NE,38.901685,-76.94225
1003133,V4v1,NANNIE HELEN BURROUGHS AVE NE + MINNESOTA AVE NE,38.901685,-76.94225
1003135,W2,15TH ST SE + SAVANNAH ST SE,38.844746,-76.983384
1003135,W2v1,15TH ST SE + SAVANNAH ST SE,38.844746,-76.983384
1003135,W2v3,15TH ST SE + SAVANNAH ST SE,38.844746,-76.983384
1003135,W2v4,15TH ST SE + SAVANNAH ST SE,38.844746,-76.983384
1003135,W3,15TH ST SE + SAVANNAH ST SE,38.844746,-76.983384
1003135,W3v1,15TH ST SE + SAVANNAH ST SE,38.844746,-76.983384
1003137,W2,13TH ST SE + SAVANNAH ST SE,38.843375,-76.988579
1003137,W2v1,13TH ST SE + SAVANNAH ST SE,38.843375,-76.988579
1003137,W2v3,13TH ST SE + SAVANNAH ST SE,38.843375,-76.988579
1003137,W2v4,13TH ST SE + SAVANNAH ST SE,38.843375,-76.988579
1003137,W3,13TH ST SE + SAVANNAH ST SE,38.843375,-76.988579
1003137,W3v1,13TH ST SE + SAVANNAH ST SE,38.843375,-76.988579
1003138,W2,13TH ST SE + SAVANNAH ST SE,38.843131,-76.988433
1003138,W2c,13TH ST SE + SAVANNAH ST SE,38.843131,-76.988433
1003138,W2v1,13TH ST SE + SAVANNAH ST SE,38.843131,-76.988433
1003138,W2v3,13TH ST SE + SAVANNAH ST SE,38.843131,-76.988433
1003138,W2v4,13TH ST SE + SAVANNAH ST SE,38.843131,-76.988433
1003138,W2v5,13TH ST SE + SAVANNAH ST SE,38.843131,-76.988433
1003138,W3,13TH ST SE + SAVANNAH ST SE,38.843131,-76.988433
1003138,W3v1,13TH ST SE + SAVANNAH ST SE,38.843131,-76.988433
1003139,W2,CONGRESS HEIGHTS STATION + BUS BAY C,38.845754,-76.987707
1003139,W2v1,CONGRESS HEIGHTS STATION + BUS BAY C,38.845754,-76.987707
1003139,W2v3,CONGRESS HEIGHTS STATION + BUS BAY C,38.845754,-76.987707
1003139,W2v4,CONGRESS HEIGHTS STATION + BUS BAY C,38.845754,-76.987707
1003139,W3,CONGRESS HEIGHTS STATION + BUS BAY C,38.845754,-76.987707
1003139,W3v1,CONGRESS HEIGHTS STATION + BUS BAY C,38.845754,-76.987707
1003140,W1,ALABAMA AVE SE + 12TH ST SE,38.844408,-76.990504
1003140,W2,ALABAMA AVE SE + 12TH ST SE,38.844408,-76.990504
1003140,W2c,ALABAMA AVE SE + 12TH ST SE,38.844408,-76.990504
1003140,W2v1,ALABAMA AVE SE + 12TH ST SE,38.844408,-76.990504
1003140,W2v3,ALABAMA AVE SE + 12TH ST SE,38.844408,-76.990504
1003140,W2v4,ALABAMA AVE SE + 12TH ST SE,38.844408,-76.990504
1003140,W2v5,ALABAMA AVE SE + 12TH ST SE,38.844408,-76.990504
1003140,W3,ALABAMA AVE SE + 12TH ST SE,38.844408,-76.990504
1003140,W3v1,ALABAMA AVE SE + 12TH ST SE,38.844408,-76.990504
1003140,W4,ALABAMA AVE SE + 12TH ST SE,38.844408,-76.990504
1003140,W4c,ALABAMA AVE SE + 12TH ST SE,38.844408,-76.990504
1003141,W2,15TH ST SE + SAVANNAH ST SE,38.844861,-76.98324
1003141,W2c,15TH ST SE + SAVANNAH ST SE,38.844861,-76.98324
1003141,W2v1,15TH ST SE + SAVANNAH ST SE,38.844861,-76.98324
1003141,W2v3,15TH ST SE + SAVANNAH ST SE,38.844861,-76.98324
1003141,W2v4,15TH ST SE + SAVANNAH ST SE,38.844861,-76.98324
1003141,W2v5,15TH ST SE + SAVANNAH ST SE,38.844861,-76.98324
1003141,W3,15TH ST SE + SAVANNAH ST SE,38.844861,-76.98324
1003141,W3v1,15TH ST SE + SAVANNAH ST SE,38.844861,-76.98324
1003142,W2,NAYLOR RD SE + GOOD HOPE RD SE,38.859777,-76.968266
1003142,W2c,NAYLOR RD SE + GOOD HOPE RD SE,38.859777,-76.968266
1003142,W2v1,NAYLOR RD SE + GOOD HOPE RD SE,38.859777,-76.968266
1003142,W2v3,NAYLOR RD SE + GOOD HOPE RD SE,38.859777,-76.968266
1003142,W2v4,NAYLOR RD SE + GOOD HOPE RD SE,38.859777,-76.968266
1003142,W3,NAYLOR RD SE + GOOD HOPE RD SE,38.859777,-76.968266
1003142,W3v1,NAYLOR RD SE + GOOD HOPE RD SE,38.859777,-76.968266
1003143,W2,CONGRESS HEIGHTS STATION + BUS BAY D,38.845583,-76.987706
1003143,W2c,CONGRESS HEIGHTS STATION + BUS BAY D,38.845583,-76.987706
1003143,W2v1,CONGRESS HEIGHTS STATION + BUS BAY D,38.845583,-76.987706
1003143,W2v3,CONGRESS HEIGHTS STATION + BUS BAY D,38.845583,-76.987706
1003143,W2v4,CONGRESS HEIGHTS STATION + BUS BAY D,38.845583,-76.987706
